price,beds_baths_area,address
"54,999",22853 sqft,"Green Diamond 1 Tower A, Green Diamond 1, Arjan"
"38,000",11651 sqft,Sevanam Crown Silicon Oasis
"158,000","453,450 sqft","Golden Sands 4, Al Mankhool, Bur Dubai"
"32,999",01528 sqft,"Building 86, Mediterranean, Discovery Gardens"
"140,000","221,562 sqft","Mon Reve, Downtown Dubai"
"26,000",11488 sqft,"MAG 565, Mag 5 Boulevard South"
"28,500",01415 sqft,"Rakayez DB1, Phase 2, Al Furjan"
"350,000","341,804 sqft","Downtown Views, Downtown Dubai"
"42,000",01393 sqft,"Bloom Towers, JVC District 10, Jumeirah Village Circle (JVC)"
"58,499",11777 sqft,"Al Murad Tower, Al Barsha 1, Al Barsha"
"122,999","221,075 sqft","Park Heights 1, Park Heights Hills Estate"
"45,000",12910 sqft,"Dumax Building, Arjan"
"32,000",01565 sqft,"Building 20, Zen Cluster, Discovery Gardens"
"68,999","231,250 sqft","Dumax Building, Arjan"
"48,000","231,300 sqft","Al Shenqaiti BG-4 Building, Hor Al Anz, Deira"
"180,000","331,708 sqft","Harbour Views 2, Harbour Views Creek Harbour, The Lagoons"
"59,000","231,200 sqft","Abdul Wahed Bin Shabib Building, Arjan"
"48,000","121,000 sqft","Abdul Wahed Bin Shabib Building, Arjan"
"49,999",12828 sqft,"Roxana Residence B, Roxana Residences, JVC District 12, Jumeirah Village Circle (JVC)"
"50,000",12826 sqft,"Oxford Building, JVC District 14, Jumeirah Village Circle (JVC)"
"90,000",01655 sqft,"SLS Dubai Hotel & Residences, Business Bay"
"80,000","221,000 sqft","Marina Diamond 4, Marina Diamonds Marina"
"43,000",01507 sqft,"Hamilton Residency, Business Bay"
"100,000","242,500 sqft","Office Court Building, Oud Metha, Bur Dubai"
"125,000",11681 sqft,5242 Towers Marina
"75,000","231,414 sqft","Emerald Tower, Al Jaddaf"
"36,999",12900 sqft,"Abu Hail, Deira"
"69,999","331,800 sqft","Al Nahda 1, Al Nahda (Dubai)"
"74,990","231,414 sqft","Emerald Tower, Al Jaddaf"
"55,000","231,510 sqft","Al Nahda 1, Al Nahda (Dubai)"
"140,000",12711 sqft,"Beach Vista 2, Beach Vista, EMAAR Beachfront Harbour"
"52,000","231,252 sqft","Elite Sports Residence 8, Elite Sports Residence Sports City"
"42,988","221,400 sqft","Warsan 4, Al Warsan"
"65,000","231,112 sqft",Sapphire Residence Silicon Oasis
"49,990","231,540 sqft","Warsan 4, Al Warsan"
"51,999",12815 sqft,"Masaken Al Muraqqabat 02, Al Muraqqabat, Deira"
"220,000","231,236 sqft","La Cote Tower 2, La Cote, Port De La Mer, La Mer, Jumeirah"
"48,999","231,420 sqft","Al Nahda 1, Al Nahda (Dubai)"
"36,999","121,000 sqft","Al Nahda 1, Al Nahda (Dubai)"
"60,000","221,400 sqft","Al Barsha 1, Al Barsha"
"34,000",01392 sqft,"Bloom Towers, JVC District 10, Jumeirah Village Circle (JVC)"
"65,000","231,400 sqft","Al Barsha 1, Al Barsha"
"33,000",12950 sqft,Desert Sun Residence Complex
"92,000","242,100 sqft","Office Court Building, Oud Metha, Bur Dubai"
"85,000","231,320 sqft","Occidental Al Jaddaf, Al Jaddaf"
"37,000",12800 sqft,"Abu Hail Road, Abu Hail, Deira"
"75,000",11834 sqft,"Belgravia 3, JVC District 14, Jumeirah Village Circle (JVC)"
"109,999","331,616 sqft","Manazil Al Raffa 01, Al Raffa, Bur Dubai"
"58,000",12954 sqft,"Masaken Al Raffa 01, Al Raffa, Bur Dubai"
"35,000",01300 sqft,"Al Jaddaf Residence, Al Jaddaf"
"134,999",12743 sqft,"Beach Vista 2, Beach Vista, EMAAR Beachfront Harbour"
"162,999","453,600 sqft","Golden Sands 4, Al Mankhool, Bur Dubai"
"45,000","121,054 sqft","Courtyard Apartments, Uptown Mirdif, Mirdif"
"74,999","231,500 sqft","Al Jaddaf Heights, Al Jaddaf"
"85,000","231,340 sqft","Battersea Residence, Al Jaddaf"
"75,000","342,100 sqft","Al Karama Building, Al Karama"
"34,999","121,000 sqft","Al Nahda 2, Al Nahda (Dubai)"
"50,000",11710 sqft,"The Gardens Apartments, The Gardens"
"97,900","342,300 sqft","Oud Metha Building, Oud Metha, Bur Dubai"
"40,000",12980 sqft,"Abu Hail, Deira"
"36,999","121,000 sqft","Al Nahda 1, Al Nahda (Dubai)"
"180,000","341,800 sqft",Al Habtoor Tower Marina
"28,000",01343 sqft,Palace Towers Silicon Oasis
"74,999","231,350 sqft","Al Mankhool, Bur Dubai"
"128,999","443,100 sqft","Golden Sands 9, Al Mankhool, Bur Dubai"
"55,000","221,200 sqft","Abdul Wahed Bin Shabib Building, Arjan"
"125,000",11764 sqft,"Le Pont Tower 2, Le Pont, Port De La Mer, La Mer, Jumeirah"
"52,000","221,377 sqft","Abu Hail, Deira"
"128,000","221,212 sqft","Harbour Views 2, Harbour Views Creek Harbour, The Lagoons"
"59,998",22834 sqft,"Zahra Apartments 1A, Zahra Apartments, Town Square"
"24,000",01442 sqft,"Al Baraha, Deira"
"57,999","121,050 sqft","Jadaf Western Residence, Al Jaddaf"
"53,000","221,430 sqft","Al Nahda 2, Al Nahda (Dubai)"
"67,999",12935 sqft,"Golden Sands 14, Al Mankhool, Bur Dubai"
"34,900",01410 sqft,"Al Durrah 7, Al Jaddaf"
"96,999","231,630 sqft","Golden Sands 14, Al Mankhool, Bur Dubai"
"390,000","342,185 sqft","Jumeirah Living Marina Gate, Marina Gate Marina"
"66,000","342,000 sqft","Al Falasi Building, Al Nahda 2, Al Nahda (Dubai)"
"43,000","231,100 sqft","Dana Residence, Al Nahda 2, Al Nahda (Dubai)"
"150,000","343,000 sqft","Nasayem Avenue, Mirdif Hills, Mirdif"
"38,000",12900 sqft,"Al Nahda 2, Al Nahda (Dubai)"
"40,000",11617 sqft,"Carson Tower C, Carson - The Drive, DAMAC Hills"
"95,000","331,712 sqft","Manazil Al Raffa 01, Al Raffa, Bur Dubai"
"68,000","231,302 sqft","Masaken Al Raffa 02, Al Raffa, Bur Dubai"
"35,000",12800 sqft,Al Zarooni Building Residence Complex
"48,999","231,450 sqft","Al Nahda 1, Al Nahda (Dubai)"
"65,990","231,300 sqft",Nibras Oasis 2 Silicon Oasis
"180,000","342,147 sqft",23 Marina Marina
"58,000","221,020 sqft","Sobha Daffodil, JVC District 13, Jumeirah Village Circle (JVC)"
"96,000","231,610 sqft","Golden Sands 14, Al Mankhool, Bur Dubai"
"55,000","231,400 sqft","Al Mamzar Building, Al Mamzar"
"140,000",23993 sqft,Executive Residences Hills Estate
"55,000","221,360 sqft","Abu Hail, Deira"
"19,999",01400 sqft,"Warsan 4, Al Warsan"
"38,000",12900 sqft,"Al Nahda 2, Al Nahda (Dubai)"
"58,000","221,400 sqft","Al Hamriya, Bur Dubai"
"45,000","121,051 sqft",Al Rabia Towerland
"67,900","231,570 sqft","Oud Metha Building, Oud Metha, Bur Dubai"
"78,000","231,500 sqft","Emerald Tower, Al Jaddaf"
"36,000",12853 sqft,University View Silicon Oasis
"74,980","231,500 sqft","Emerald Tower, Al Jaddaf"
"43,000",11850 sqft,"Mozan Building, Oud Metha, Bur Dubai"
"66,990","231,200 sqft","Art 8, Barsha Heights (Tecom)"
"40,000",12750 sqft,"La Vista Residence 6, La vista Residence Silicon Oasis"
"80,000","222,100 sqft","Al Hawai Residence, Barsha Heights (Tecom)"
"70,000","231,600 sqft","Al Muraqqabat, Deira"
"92,000","121,719 sqft","Park Tower A, Park Towers, DIFC"
"27,000",01430 sqft,"Al Qusais 1, Al Qusais Residential Area, Al Qusais"
"78,990","232,000 sqft","The Flagship Two, Jumeirah Garden City, Al Satwa"
"46,000",12886 sqft,"Masaken Al Warqa 01, Al Warqaa 1, Al Warqaa"
"58,000","221,200 sqft","Al Karama Building, Al Karama"
"100,000","231,686 sqft","Oia Residence, Motor City"
"48,000","231,100 sqft",Al Zarooni Building Residence Complex
"90,000","342,500 sqft","Al Warqaa 1, Al Warqaa"
"74,998","231,615 sqft","Al Mankhool Building, Al Mankhool, Bur Dubai"
"58,500","221,550 sqft",Al Nahda (Dubai)
"28,999",01495 sqft,"Jasmine B, Jasmine, DAMAC Hills"
"48,000","231,500 sqft","Al Nahda 2, Al Nahda (Dubai)"
"50,000",12990 sqft,"Building 62, Mediterranean, Discovery Gardens"
"48,000",02706 sqft,"Binghatti Avenue, Al Jaddaf"
"255,000","332,440 sqft","Marina Residences 2, Marina Residences, Palm Jumeirah"
"65,000",12975 sqft,"Wasl Port Views 8, Wasl Port Views, Al Mina"
"25,999",01435 sqft,JS Tower Sports City
"75,000","221,600 sqft","Golden Sands 1, Al Mankhool, Bur Dubai"
"75,000","241,400 sqft","Al Telal 5 Building, Al Barsha 1, Al Barsha"
"53,000","121,200 sqft","Al Rigga, Deira"
"24,000",01400 sqft,Durar A Residence Complex
"44,000",12850 sqft,"Al Karama Building, Al Karama"
"47,999","121,010 sqft","Al Mankhool, Bur Dubai"
"80,000","231,232 sqft","Manazil Al Mankhool 01, Al Mankhool, Bur Dubai"
"190,000","231,800 sqft","Maze Tower, Sheikh Zayed Road"
"95,000","231,570 sqft","Golden Sands 14, Al Mankhool, Bur Dubai"
"72,000","231,410 sqft","Al Mankhool Building, Al Mankhool, Bur Dubai"
"50,000",12800 sqft,"Binghatti Avenue, Al Jaddaf"
"72,000",12857 sqft,"Sol Avenue, Business Bay"
"75,000","332,300 sqft","Al Mankhool, Bur Dubai"
"49,000",12860 sqft,Arabian Gates Silicon Oasis
"45,000",12850 sqft,"Al Barsha 1, Al Barsha"
"45,000",11750 sqft,"Al Barsha 1, Al Barsha"
"125,000","221,121 sqft","Paramount Hotel & Residences, Business Bay"
"131,000","352,215 sqft","Blue Tower, Sheikh Zayed Road"
"85,000","231,400 sqft","Lake View Tower, JLT Cluster B, Jumeirah Lake Towers (JLT)"
"120,000",11794 sqft,"La Cote, Port De La Mer, La Mer, Jumeirah"
"26,000",01381 sqft,K1 Building Residence Complex
"40,000","221,100 sqft","Prime Residence 2, Prime Residence, Spain Cluster, International City"
"105,000","331,362 sqft","Bayt Al Muraqqabat 03, Al Muraqqabat, Deira"
"45,000","121,160 sqft","Ghoroob Mirdif, Mirdif"
"200,000","331,483 sqft","Panorama at the Views Tower 2, Panorama, The Views"
"119,000","241,205 sqft",Continental Tower Marina
"75,000","221,450 sqft","Saeed Towers, Sheikh Zayed Road"
"75,000",23954 sqft,"Bayt Al Muraqqabat 03, Al Muraqqabat, Deira"
"50,000",12765 sqft,"Aras Residence, Majanland"
"45,000",12950 sqft,"Al Mankhool, Bur Dubai"
"49,900",12870 sqft,"Al Mankhool, Bur Dubai"
"36,999","121,000 sqft","Al Nahda 1, Al Nahda (Dubai)"
"32,000",01500 sqft,Majanland
"95,000","121,004 sqft","Park Gate Residence, Al Kifaf, Bur Dubai"
"70,000","221,445 sqft","Contemporary, Discovery Gardens"
"54,999",12850 sqft,"Manazil Al Raffa 02, Al Raffa, Bur Dubai"
"129,000","443,200 sqft","Golden Sands 9, Al Mankhool, Bur Dubai"
"56,050","221,400 sqft","Sheikh Hamdan Colony, Al Karama"
"190,000","331,813 sqft","Rimal 6, Rimal, Jumeirah Beach Residence (JBR)"
"72,000","231,310 sqft",DHP Residency Silicon Oasis
"59,000","231,401 sqft","Ghoroob Mirdif, Mirdif"
"79,999","231,500 sqft","Al Barsha South 2, Al Barsha South, Al Barsha"
"128,900","231,514 sqft","One Business Bay, Business Bay"
"44,000",11900 sqft,"Al Barsha 1, Al Barsha"
"69,999","342,130 sqft","Al Nahda 2, Al Nahda (Dubai)"
"44,990","121,000 sqft",Al Mamzar
"74,000","231,176 sqft","Al Barsha 1, Al Barsha"
"110,000","231,615 sqft","Park Gate Residence, Al Kifaf, Bur Dubai"
"77,000","331,750 sqft","Al Nahda 1, Al Nahda (Dubai)"
"72,399","231,453 sqft","Wasl Port Views, Al Mina"
"80,000","231,820 sqft","Nasser Lootah Building, Al Muraqqabat, Deira"
"102,000","331,530 sqft","Al Barsha 1, Al Barsha"
"39,999",12955 sqft,"Bin Juma 5 Building, Al Nahda 1, Al Nahda (Dubai)"
"60,000","331,800 sqft","Abu Hail Road, Abu Hail, Deira"
"44,000",12890 sqft,"Sobha Daffodil, JVC District 13, Jumeirah Village Circle (JVC)"
"88,999","332,120 sqft","Silver Sands 2, Al Mankhool, Bur Dubai"
"28,000",01407 sqft,"Carson Tower B, Carson - The Drive, DAMAC Hills"
"40,000",11850 sqft,"Al Hamriya Building, Al Hamriya, Bur Dubai"
"70,000","231,550 sqft","Binghatti Avenue, Al Jaddaf"
"160,000","333,742 sqft","Meydan Avenue, Meydan City"
"28,999",01436 sqft,"The Manhattan, JVC District 10, Jumeirah Village Circle (JVC)"
"55,000","221,290 sqft","Abu Hail, Deira"
"38,000",11672 sqft,"Lawnz by Danube, International City"
"78,000","231,800 sqft","Binghatti Avenue, Al Jaddaf"
"55,000","231,300 sqft",Oasis High Park Silicon Oasis
"28,000",01500 sqft,"Mediterranean, Discovery Gardens"
"51,900",12879 sqft,"Battersea Residence, Al Jaddaf"
"72,000","331,985 sqft","Al Nahda 1, Al Nahda (Dubai)"
"40,000",11800 sqft,"Al Hamriya, Bur Dubai"
"40,000",11477 sqft,"Al Ramth 15, Al Ramth, Remraam"
"40,000","221,320 sqft","Al Qusais 2, Al Qusais Residential Area, Al Qusais"
"43,000",12861 sqft,"Building 246, Mesoamerican, Discovery Gardens"
"115,000","221,115 sqft","Creek Gate Tower 1, Creek Gate Creek Harbour, The Lagoons"
"70,000",11763 sqft,Elite Residence Marina
"134,999","231,185 sqft","Paramount Hotel & Residences, Business Bay"
"33,999",12900 sqft,"Al Warqaa 1, Al Warqaa"
"80,000","352,045 sqft","Al Nahda 1, Al Nahda (Dubai)"
"49,999",12848 sqft,"Al Barsha 1, Al Barsha"
"75,000","231,504 sqft","Emerald Tower, Al Jaddaf"
"89,000","332,130 sqft","Silver Sands 2, Al Mankhool, Bur Dubai"
"50,000",01370 sqft,0 One Tower Marina
"75,000","231,500 sqft","Emerald Tower, Al Jaddaf"
"45,000","121,200 sqft","Al Muraqqabat, Deira"
"120,000","221,175 sqft","Al Manal Tower, Sheikh Zayed Road"
"40,000",11500 sqft,"Satwa Road, Al Satwa"
"43,000",01550 sqft,"Mazaya Centre, Sheikh Zayed Road"
"79,990","221,320 sqft","Al Hawai Residence, Barsha Heights (Tecom)"
"36,999",01495 sqft,"Building 246, Mesoamerican, Discovery Gardens"
"65,000",12975 sqft,"Wasl Port Views 8, Wasl Port Views, Al Mina"
"61,999","221,400 sqft","Al Muteena, Deira"
"36,000",12900 sqft,"Warsan 4, Al Warsan"
"95,000","341,600 sqft","RMT Residence, JVC District 11, Jumeirah Village Circle (JVC)"
"77,399","331,955 sqft","Al Mankhool Building, Al Mankhool, Bur Dubai"
"87,000","221,083 sqft","Goldcrest Views 2, JLT Cluster J, Jumeirah Lake Towers (JLT)"
"55,999",12928 sqft,"Al Mankhool Building, Al Mankhool, Bur Dubai"
"34,997",12950 sqft,"Warsan 4, Al Warsan"
"54,000",11714 sqft,"Marina Diamond 4, Marina Diamonds Marina"
"75,000","221,550 sqft","Jumeirah Garden City, Al Satwa"
"120,000",12948 sqft,"Royal Bay, Palm Jumeirah"
"38,997",12710 sqft,"Murano Residences 2, Murano Residences, Al Furjan"
"36,000",11748 sqft,"Diamond Views III, Diamond Views, JVC District 14, Jumeirah Village Circle (JVC)"
"320,000","341,939 sqft","Burj Vista 1, Burj Vista, Downtown Dubai"
"89,900","332,200 sqft","Binghatti Avenue, Al Jaddaf"
"100,000","221,114 sqft","Creek Gate Tower 1, Creek Gate Creek Harbour, The Lagoons"
"62,000","332,210 sqft","Al Nahda 1, Al Nahda (Dubai)"
"125,000","231,302 sqft","Park Place Tower, Sheikh Zayed Road"
"105,000","231,200 sqft",Princess Tower Marina
"90,000","231,500 sqft",Al Hikma Residence Silicon Oasis
"105,000","121,306 sqft","Golden Mile 6, Golden Mile, Palm Jumeirah"
"140,000","352,356 sqft","Dubai Healthcare City, Bur Dubai"
"79,999","231,590 sqft","Al Mankhool Building, Al Mankhool, Bur Dubai"
"100,000","332,000 sqft","Saeed Towers, Sheikh Zayed Road"
"82,999","231,300 sqft","Port Saeed, Deira"
"300,000","353,442 sqft",La Residence Del Mar Marina
"70,000","231,300 sqft","Al Habtoor Building Block A & B, Al Mankhool, Bur Dubai"
"90,000","241,650 sqft","Oud Metha, Bur Dubai"
"250,000","342,979 sqft",23 Marina Marina
"67,999","121,022 sqft","Golden Sands 14, Al Mankhool, Bur Dubai"
"28,000",01470 sqft,Lynx Residence Silicon Oasis
"44,990","221,400 sqft","Al Nahda 2, Al Nahda (Dubai)"
"60,000","231,800 sqft","Al Nahda 2, Al Nahda (Dubai)"
"89,000",12900 sqft,"Aspin Tower, Sheikh Zayed Road"
"69,000","221,323 sqft","Binghatti Avenue, Al Jaddaf"
"53,000","221,005 sqft","Al Ramth 21, Al Ramth, Remraam"
"38,999",12950 sqft,"Al Nahda 2, Al Nahda (Dubai)"
"60,000","331,800 sqft","Al Nahda 1, Al Nahda (Dubai)"
"94,997","342,440 sqft","Zeenah Building, Port Saeed, Deira"
"31,000",22680 sqft,"Al Qusais Industrial 5, Al Qusais Industrial Area, Al Qusais"
"42,000","231,100 sqft","Al Nahda 2, Al Nahda (Dubai)"
"50,000",11650 sqft,"Mayfair Tower, Business Bay"
"75,000","121,020 sqft",ANWA Maritime City
"65,000","231,076 sqft","NML Creek Residence, Al Hamriya, Bur Dubai"
"48,000","121,141 sqft","Uptown Mirdif, Mirdif"
"45,000","21,000 sqft","Al Raffa, Bur Dubai"
"48,000",01671 sqft,"Binghatti Avenue, Al Jaddaf"
"50,001","231,675 sqft","Al Nahda 1, Al Nahda (Dubai)"
"45,000",12991 sqft,"Al Qusais 1, Al Qusais Residential Area, Al Qusais"
"58,000","231,200 sqft",Al Karama
"74,990","231,475 sqft","Jumeirah Garden City, Al Satwa"
"30,000",11800 sqft,"Al Nahda 2, Al Nahda (Dubai)"
"92,000","332,000 sqft",Al Karama
"75,000",11853 sqft,"Creek Rise 2 Tower, Creek Rise Creek Harbour, The Lagoons"
"60,000","231,348 sqft","Al Nahda 2, Al Nahda (Dubai)"
"33,000",12900 sqft,"Al Nahda 1, Al Nahda (Dubai)"
"33,999",01495 sqft,"Mogul, Discovery Gardens"
"81,999","331,450 sqft","Binghatti Avenue, Al Jaddaf"
"61,999","221,410 sqft","Al Mankhool Building, Al Mankhool, Bur Dubai"
"74,995","231,450 sqft","Conrad Commercial Tower, Sheikh Zayed Road"
"88,000","231,800 sqft","Al Mankhool, Bur Dubai"
"88,000","241,655 sqft",Dubai Festival City
"32,000",01640 sqft,"Mogul, Discovery Gardens"
"45,000","221,400 sqft","Al Nahda 2, Al Nahda (Dubai)"
"44,000",12706 sqft,"Binghatti Avenue, Al Jaddaf"
"40,000",12750 sqft,"Satwa Road, Al Satwa"
"40,000",1650 sqft,"Al Raffa, Bur Dubai"
"93,000","331,442 sqft","The Gardens Building 10, The Gardens"
"37,999",12900 sqft,"Al Warqaa 1, Al Warqaa"
"38,000",11780 sqft,"Nargis Residence, JVC District 13, Jumeirah Village Circle (JVC)"
"310,000","322,288 sqft","Amber, Tiara Residences, Palm Jumeirah"
"45,000",12912 sqft,"Al Nahda 2, Al Nahda (Dubai)"
"110,000","121,123 sqft","Central Park Towers, DIFC"
"100,000","342,000 sqft",Sheikh Zayed Road
"28,000",01476 sqft,Lynx Residence Silicon Oasis
"65,000","231,400 sqft",Binghatti Platinum Silicon Oasis
"38,000",12832 sqft,Desert Sun Residence Complex
"30,000",01493 sqft,"Zen Cluster, Discovery Gardens"
"38,000",12950 sqft,Oud Al Muteena
"140,000","352,200 sqft","Windsor Manor, Business Bay"
"45,999",12690 sqft,"Binghatti Avenue, Al Jaddaf"
"46,000",12890 sqft,"Al Mankhool, Bur Dubai"
"34,000",12800 sqft,"Central Business District, International City"
"35,000",12858 sqft,"Warsan 4, Al Warsan"
"119,999","21,564 sqft","Ubora Tower 1, U-Bora Tower, Business Bay"
"35,000",22800 sqft,"Al Qusais 1, Al Qusais Residential Area, Al Qusais"
"58,000","221,350 sqft","Sobha Daffodil, JVC District 13, Jumeirah Village Circle (JVC)"
"125,000","332,140 sqft","Oia Residence, Motor City"
"23,000",01456 sqft,"X-01, England Cluster, International City"
"68,000","221,500 sqft","Style Building, Al Mankhool, Bur Dubai"
"85,000","342,000 sqft","Rigga Road, Al Rigga, Deira"
"32,000",12850 sqft,"Al Nahda 2, Al Nahda (Dubai)"
"45,000","221,200 sqft","Al Nahda 2, Al Nahda (Dubai)"
"100,000","332,474 sqft","Riggat Al Buteen, Deira"
"45,000",12912 sqft,"Le Presidium 2, Le Presidium Silicon Oasis"
"35,000",12850 sqft,"Al Nahda 2, Al Nahda (Dubai)"
"66,990","231,149 sqft",Barsha Heights (Tecom)
"60,000","231,400 sqft","Al Karama Building, Al Karama"
"38,000","121,000 sqft","Al Nahda 2, Al Nahda (Dubai)"
"50,000",12871 sqft,"Al Habtoor Building Block A & B, Al Mankhool, Bur Dubai"
"36,000",12868 sqft,"Warsan 4, Al Warsan"
"94,000","231,316 sqft","Golden Sands 14, Al Mankhool, Bur Dubai"
"44,000","221,173 sqft","Boulevard Apartments, The Pulse South"
"75,000","231,512 sqft","Emerald Tower, Al Jaddaf"
"52,000",22977 sqft,"Centrium Tower 2, Centrium Towers Production City (IMPZ)"
"80,000","341,800 sqft","Al Warqaa 1, Al Warqaa"
"105,000","332,350 sqft","Golden Sands 9, Al Mankhool, Bur Dubai"
"49,999",12774 sqft,"Pantheon Elysee, JVC District 13, Jumeirah Village Circle (JVC)"
"38,000",12950 sqft,"Al Nahda 1, Al Nahda (Dubai)"
"85,999","331,900 sqft","Silver Sands 1, Al Mankhool, Bur Dubai"
